NumVertex,NumEdges,Runtime
250, 100, 14.7985
250, 200, 16.2608
250, 300, 18.1228
250, 400, 24.717
250, 500, 23.5621
250, 600, 24.1317
250, 700, 24.773
250, 800, 26.4341
250, 900, 25.0246
